track_id,genre,year_created,interest
10670,Rock,2009,6260
10671,Rock,2009,11433
10672,Rock,2009,6434
10673,Rock,2009,6158
10674,Rock,2009,6390
10675,Rock,2009,4877
10676,Rock,2009,5331
10677,Rock,2009,6062
10678,Folk,2009,1527
10679,Folk,2009,1449
10682,Folk,2009,2199
10684,Folk,2009,1285
10693,Hip-Hop,2009,24636
10694,Hip-Hop,2009,24102
10695,Hip-Hop,2009,19208
10696,Hip-Hop,2009,20284
10697,Hip-Hop,2009,28160
10698,Hip-Hop,2009,20469
10699,Hip-Hop,2009,27615
10805,Pop,2009,44562
10806,Pop,2009,22299
10807,Pop,2009,37407
10808,Pop,2009,33012
10809,Pop,2009,30658
10810,Pop,2009,27991
10983,Experimental,2009,1493
10992,Folk,2009,2389
10993,Folk,2009,2654
11019,Experimental,2009,13304
11020,Experimental,2009,8217
11059,Folk,2009,1862
11198,Pop,2009,1571
11199,Pop,2009,3843
11200,Pop,2009,2015
11204,Hip-Hop,2009,7768
11206,Electronic,2009,12157
11234,Experimental,2009,1909
11237,Experimental,2009,1594
11239,Experimental,2009,1351
11242,Experimental,2009,1807
11261,Pop,2009,1446
11262,Electronic,2009,5098
11264,Rock,2009,12747
11268,Rock,2009,13766
11298,Hip-Hop,2009,19815
11299,Hip-Hop,2009,11471
11306,Rock,2009,5794
11333,Experimental,2009,3552
11334,Experimental,2009,2688
11503,Folk,2009,1244
11504,Folk,2009,1252
11505,Folk,2009,2277
11508,Folk,2009,2319
11544,Experimental,2009,2258
11638,Instrumental,2009,3620
11671,International,2009,2042
11672,International,2009,1159
11673,International,2009,1546
11674,International,2009,612
11675,International,2009,2396
11677,International,2009,1096
11679,International,2009,1832
11681,International,2009,1119
11682,International,2009,740
11683,International,2009,1717
11763,Hip-Hop,2009,6055
11764,Hip-Hop,2009,11034
11765,Hip-Hop,2009,5650
11766,Hip-Hop,2009,5627
11767,Hip-Hop,2009,5318
11768,Hip-Hop,2009,4736
11769,Hip-Hop,2009,5339
11770,Hip-Hop,2009,6047
11771,Hip-Hop,2009,52835
11772,Hip-Hop,2009,4614
11773,Hip-Hop,2009,95547
11774,Hip-Hop,2009,5893
11775,Hip-Hop,2009,6593
11776,Hip-Hop,2009,5903
11777,Hip-Hop,2009,6256
11778,Hip-Hop,2009,6150
11779,Hip-Hop,2009,5811
11780,Hip-Hop,2009,5087
11781,Hip-Hop,2009,5832
11782,Hip-Hop,2009,5960
11783,Hip-Hop,2009,6102
11784,Hip-Hop,2009,5059
11785,Hip-Hop,2009,4999
11786,Hip-Hop,2009,6885
11787,Hip-Hop,2009,5810
11788,Hip-Hop,2009,5180
11789,Hip-Hop,2009,6081
11790,Hip-Hop,2009,5030
11791,Hip-Hop,2009,5694
11792,Hip-Hop,2009,5090
11793,Hip-Hop,2009,8700
11794,Hip-Hop,2009,6252
11795,Hip-Hop,2009,5990
11803,Hip-Hop,2009,10419
11818,Hip-Hop,2009,2861
11839,Hip-Hop,2009,3622
11861,Hip-Hop,2009,2507
11862,Hip-Hop,2009,2653
11867,Hip-Hop,2009,3551
11868,Hip-Hop,2009,3233
11916,Hip-Hop,2009,3903
11917,Hip-Hop,2009,4834
11918,Hip-Hop,2009,25214
11919,Hip-Hop,2009,5799
11920,Hip-Hop,2009,5369
11921,Hip-Hop,2009,9712
11922,Hip-Hop,2009,7965
11933,Rock,2009,10403
11937,Pop,2009,1294
11942,Electronic,2009,14533
11946,Experimental,2009,3089
11947,Experimental,2009,2627
11951,Experimental,2009,3899
12045,Folk,2009,2441
12046,Folk,2009,3294
12047,Folk,2009,1832
12048,Folk,2009,2398
12049,Folk,2009,1624
12050,Folk,2009,1544
12051,Folk,2009,1410
12052,Folk,2009,1446
12053,Folk,2009,1211
12058,Folk,2009,1415
12059,Folk,2009,986
12060,Folk,2009,1971
12061,Folk,2009,1350
12062,Folk,2009,1462
12064,Folk,2009,1947
12065,Folk,2009,1321
12066,Folk,2009,1587
12067,Folk,2009,1130
12109,International,2009,2302
12146,Pop,2009,1528
12147,Pop,2009,1593
12173,Hip-Hop,2009,2512
12174,Hip-Hop,2009,6195
12179,Pop,2009,8658
12188,Pop,2009,1263
12189,Electronic,2009,6126
12346,Experimental,2009,2341
12348,Folk,2009,3797
12349,Folk,2009,3438
12350,Folk,2009,2947
12351,Folk,2009,2155
12352,Folk,2009,2539
12353,Folk,2009,2648
12355,Folk,2009,2579
12376,Pop,2009,2969
12387,Pop,2009,1333
12390,Pop,2009,1826
12394,Hip-Hop,2009,3410
12481,Folk,2009,2748
12482,Folk,2009,2129
12484,Folk,2009,2165
12485,Folk,2009,1796
12486,Folk,2009,1363
12487,Folk,2009,1607
12488,Folk,2009,1577
12489,Folk,2009,1488
12490,Folk,2009,1553
12508,Folk,2009,3372
12513,Folk,2009,928
12514,Folk,2009,1237
12518,Pop,2009,2711
12521,Rock,2009,10688
12526,Hip-Hop,2009,5248
12527,Pop,2009,1568
12530,Pop,2009,2772
12531,Hip-Hop,2009,5717
12532,Pop,2009,2454
12537,Pop,2009,1694
12551,Pop,2009,2173
12552,Pop,2009,2465
12654,Pop,2009,1848
12690,International,2009,2212
12691,International,2009,1558
12692,International,2009,1605
12737,Experimental,2009,4961
12985,Folk,2009,3206
12986,Folk,2009,1886
13191,Pop,2009,1851
13197,Pop,2009,3349
13199,Hip-Hop,2009,2881
13201,Hip-Hop,2009,3318
13218,Pop,2009,777
13220,Pop,2009,693
13325,Rock,2009,5050
13328,Pop,2009,875
13362,Pop,2009,798
13378,Pop,2009,3171
13474,Electronic,2009,5488
13537,International,2009,8257
13538,International,2009,7067
13539,International,2009,6882
13540,International,2009,7882
13556,Rock,2009,9755
13561,Hip-Hop,2009,5196
13562,Electronic,2009,5471
13566,Hip-Hop,2009,3237
13571,Electronic,2009,19219
13578,Experimental,2009,993
13591,Hip-Hop,2009,1675
13596,Rock,2009,9504
13666,Rock,2009,5426
13668,Electronic,2009,5026
13670,Hip-Hop,2009,1774
13706,Electronic,2009,16952
13707,Electronic,2009,16987
13708,Electronic,2009,16532
13709,Electronic,2009,10731
13710,Electronic,2009,19597
13711,Electronic,2009,17042
13735,Hip-Hop,2009,2465
13747,Hip-Hop,2009,5904
13748,Hip-Hop,2009,1546
13749,Hip-Hop,2009,1863
13767,Hip-Hop,2009,2974
13768,Hip-Hop,2009,3969
13804,Hip-Hop,2009,2970
13927,Folk,2009,1119
13928,Folk,2009,1389
13929,Folk,2009,1913
13930,Folk,2009,2671
14063,Electronic,2009,7103
14208,Electronic,2009,11335
14315,International,2009,639
14316,International,2009,743
14317,International,2009,2230
14318,International,2009,474
14319,International,2009,517
14320,International,2009,569
14344,Electronic,2009,12051
14358,Hip-Hop,2009,3108
14363,Hip-Hop,2009,5651
14365,Hip-Hop,2009,1530
14386,Hip-Hop,2009,4197
14391,Hip-Hop,2009,1645
14538,Hip-Hop,2009,1642
14539,Hip-Hop,2009,1391
14541,Hip-Hop,2009,2049
14542,Hip-Hop,2009,1336
14568,Instrumental,2009,15064
14569,Instrumental,2009,12282
14570,Instrumental,2009,7371
14571,Instrumental,2009,13197
14572,Instrumental,2009,9276
14576,Instrumental,2009,8347
14577,Instrumental,2009,10065
14578,Instrumental,2009,10865
14579,Instrumental,2009,9782
14580,Instrumental,2009,9364
14581,Instrumental,2009,7899
14583,Instrumental,2009,10181
14584,Instrumental,2009,10953
14585,Instrumental,2009,9516
14586,Instrumental,2009,16584
14588,Instrumental,2009,7535
14589,Instrumental,2009,23190
14590,Instrumental,2009,5861
14601,International,2009,4099
14602,International,2009,8182
14603,International,2009,10038
14604,International,2009,9259
14653,Rock,2009,22622
14661,Folk,2009,13607
14663,Pop,2009,1188
14684,Folk,2009,13325
14690,Experimental,2009,28109
14693,Folk,2009,13840
14733,Rock,2009,9001
14734,Rock,2009,10803
14735,Rock,2009,7683
14736,Rock,2009,7121
14737,Rock,2009,10357
14738,Rock,2009,11873
14739,Rock,2009,9444
14740,Rock,2009,7505
14741,Rock,2009,7073
14742,Rock,2009,25604
14743,Rock,2009,15951
14744,Rock,2009,15005
14745,Rock,2009,10348
14809,Folk,2009,2532
14869,Electronic,2009,6833
15094,Experimental,2009,1884
15210,Hip-Hop,2009,2297
15464,Experimental,2009,3008
15469,Experimental,2009,2781
15471,Experimental,2009,3054
15475,Experimental,2009,2445
15476,Experimental,2009,2028
15487,International,2009,8668
15488,International,2009,18301
15540,Experimental,2009,1785
15541,Experimental,2009,1901
15542,Experimental,2009,1401
15543,Experimental,2009,1533
15625,Experimental,2009,3820
15769,Electronic,2009,13752
15770,Electronic,2009,14647
15771,Electronic,2009,12434
15772,Electronic,2009,9736
15773,Electronic,2009,10595
15880,International,2009,21709
16095,Pop,2009,996
16155,Pop,2009,2550
16158,Pop,2009,1061
16162,Hip-Hop,2009,3602
16163,Pop,2009,1875
16334,International,2009,14735
16337,Pop,2009,1615
16338,Pop,2009,3398
16339,Pop,2009,2065
16340,Pop,2009,1965
16354,Rock,2009,3506
16743,International,2009,7383
16744,International,2009,6801
16745,International,2009,8373
16747,International,2009,9463
16819,Rock,2009,18461
16820,Rock,2009,14990
16821,Rock,2009,34950
16822,Rock,2009,22889
16878,Hip-Hop,2009,3587
16879,Hip-Hop,2009,6396
16880,Hip-Hop,2009,3659
16895,Pop,2009,942
16994,Rock,2009,4917
16995,Rock,2009,5524
16997,Rock,2009,4464
17132,Folk,2009,2373
17344,Pop,2009,3288
17345,Pop,2009,1413
17462,Rock,2009,6855
17491,Hip-Hop,2009,2576
17496,Hip-Hop,2009,11570
17499,Hip-Hop,2009,1957
17500,Hip-Hop,2009,1325
17573,Experimental,2009,3009
17588,Electronic,2009,19149
17605,International,2009,2440
17606,International,2009,2105
17607,International,2009,2138
17608,International,2009,3255
17609,International,2009,3114
17610,International,2009,2360
17611,International,2009,2169
17631,International,2009,7142
17632,International,2009,7680
17633,International,2009,6628
17634,International,2009,10247
17635,International,2009,6095
17636,International,2009,7620
17637,International,2009,10031
17644,Experimental,2009,2646
17735,Rock,2009,4489
17782,Hip-Hop,2009,4419
17884,Electronic,2009,7345
17906,Pop,2009,1586
18031,International,2009,743
18032,International,2009,1101
18033,International,2009,869
18034,International,2009,1072
18037,International,2009,1643
18038,International,2009,1107
18039,International,2009,2111
18043,International,2009,630
18044,International,2009,463
18112,Experimental,2009,1373
18124,Experimental,2009,1028
18144,Pop,2009,2825
18145,Pop,2009,1980
18146,Pop,2009,2427
18159,Folk,2009,1675
18197,Rock,2009,106786
18350,Folk,2009,826
18607,Rock,2009,3823
18611,Rock,2009,5421
18876,Experimental,2009,7125
18877,Experimental,2009,1368
18887,Rock,2009,4713
19073,Pop,2009,2953
19074,Pop,2009,2889
19179,Rock,2009,3499
19184,Rock,2009,4037
19187,Rock,2009,2719
19192,Experimental,2009,9318
19412,Pop,2009,2036
19413,Pop,2009,1703
19415,Pop,2009,1388
19416,Pop,2009,1588
19417,Pop,2009,1290
19418,Pop,2009,4560
19420,Pop,2009,1752
19422,Pop,2009,2203
19423,Pop,2009,1289
19425,Pop,2009,1271
19438,Hip-Hop,2009,1133
19439,Hip-Hop,2009,1340
19441,Pop,2009,2448
19442,Pop,2009,2814
19459,International,2009,1768
19673,International,2009,4585
19674,International,2009,4148
19685,Rock,2009,5924
19689,Pop,2009,749
19707,Folk,2009,1722
19708,Folk,2009,1466
19729,Hip-Hop,2009,27937
19758,Pop,2009,1563
19759,Pop,2009,3050
19760,Pop,2009,1981
19889,International,2009,656
19890,International,2009,804
19891,International,2009,775
20050,Rock,2009,3799
20296,Experimental,2009,82742
20361,Instrumental,2009,5059
20362,Instrumental,2009,3968
20364,Instrumental,2009,5323
20365,Instrumental,2009,4738
20366,Instrumental,2009,5362
20369,Instrumental,2009,4611
20372,Instrumental,2009,4697
20373,Instrumental,2009,6412
20374,Instrumental,2009,6561
20375,Instrumental,2009,7857
20376,Instrumental,2009,5279
20424,Experimental,2009,1894
20432,International,2009,13244
20469,Hip-Hop,2009,2589
20667,Electronic,2009,7821
20704,Pop,2009,1385
20818,Experimental,2009,6945
21058,Experimental,2009,2621
21085,Electronic,2009,5268
21087,Folk,2009,970
21167,Electronic,2009,9583
21228,Hip-Hop,2009,3701
21231,Pop,2009,2521
21232,Pop,2009,3012
21400,Pop,2009,3092
21401,Pop,2009,4119
21402,Pop,2009,2294
21403,Pop,2009,2413
21404,Pop,2009,2842
21409,Pop,2009,1766
21422,Electronic,2009,6860
21565,Pop,2009,2957
21587,Pop,2009,698
21657,Pop,2009,1261
21672,Pop,2009,954
21676,Pop,2009,980
21677,Pop,2009,965
21707,Folk,2009,1356
21774,Experimental,2009,1895
21842,Electronic,2009,9339
21859,Rock,2009,4257
21860,Rock,2009,3775
21891,Electronic,2009,10207
21895,Electronic,2009,7900
21995,Pop,2009,2125
21996,Pop,2009,2280
21997,Pop,2009,1725
21998,Pop,2009,1484
21999,Pop,2009,1997
22000,Pop,2009,1254
22001,Pop,2009,2087
22088,Hip-Hop,2009,1955
22091,Hip-Hop,2009,1943
22093,Rock,2009,8184
22094,Hip-Hop,2009,5237
22095,Electronic,2009,5707
22097,Pop,2009,1216
22150,Experimental,2009,3306
22295,Hip-Hop,2009,148342
22296,Hip-Hop,2009,7319
22315,International,2009,15527
22348,Pop,2009,1806
22472,Pop,2009,3315
22473,Pop,2009,4679
22474,Pop,2009,2725
22475,Pop,2009,3828
22476,Pop,2009,4075
22477,Pop,2009,2654
22478,Pop,2009,2399
22479,Pop,2009,2693
22480,Pop,2009,2611
22481,Pop,2009,2898
23010,Electronic,2010,56239
23013,Electronic,2010,47821
23014,Folk,2010,49795
23015,Folk,2010,44037
23016,Electronic,2010,41648
23037,Rock,2010,4817
23039,Pop,2010,2216
23041,Rock,2010,6963
23063,Experimental,2010,25633
23155,International,2010,9202
23156,International,2010,10820
23172,Rock,2010,14308
23329,Experimental,2010,1598
23353,Electronic,2010,26916
23355,Electronic,2010,24838
23371,Folk,2010,46851
23372,Electronic,2010,26847
23505,Electronic,2010,110765
23862,Electronic,2010,6249
24216,Experimental,2010,5780
24217,Experimental,2010,2660
24218,Experimental,2010,3381
24362,International,2010,1213
24363,International,2010,1685
24364,International,2010,1450
24365,International,2010,1628
24366,International,2010,1832
24367,International,2010,1753
24368,International,2010,2472
24369,International,2010,1526
24370,International,2010,1830
24371,International,2010,3085
24418,Hip-Hop,2010,21331
24420,Hip-Hop,2010,24289
24421,Hip-Hop,2010,22419
24422,Hip-Hop,2010,23255
24423,Hip-Hop,2010,19666
24424,Hip-Hop,2010,23699
24425,Hip-Hop,2010,1038669
24426,Hip-Hop,2010,26920
24427,Hip-Hop,2010,29024
24428,Hip-Hop,2010,27413
24429,Hip-Hop,2010,32391
24430,Hip-Hop,2010,54988
24431,Hip-Hop,2010,63809
24432,Hip-Hop,2010,41556
24512,Experimental,2010,1778
24515,Experimental,2010,1353
24521,Experimental,2010,1936
24524,Experimental,2010,1741
24698,International,2010,701
24699,International,2010,744
24700,International,2010,1548
24701,International,2010,665
24702,International,2010,1788
24717,International,2010,1323
24720,International,2010,754
24739,International,2010,927
24741,International,2010,808
24742,International,2010,709
24745,International,2010,2042
24746,International,2010,3541
24747,International,2010,2318
24748,International,2010,2521
24749,International,2010,2939
24842,International,2010,9207
24898,Experimental,2010,4255
24899,Experimental,2010,2114
24901,Experimental,2010,2280
24912,Experimental,2010,2835
24915,Experimental,2010,4136
24917,Experimental,2010,2531
24963,Experimental,2010,2299
24975,Experimental,2010,4022
24983,Experimental,2010,1597
25028,International,2010,2485
25029,International,2010,2206
25030,International,2010,2131
25031,International,2010,2323
25032,International,2010,2274
25033,International,2010,3496
25055,Pop,2010,2330
25063,Experimental,2010,3043
25066,Electronic,2010,8213
25104,Pop,2010,1266
25124,Pop,2010,1176
25215,International,2010,689
25216,International,2010,589
25227,International,2010,718
25232,International,2010,740
25233,International,2010,923
25234,International,2010,563
25235,International,2010,739
25324,Experimental,2010,3241
25378,Electronic,2010,6275
25601,International,2010,1065
25603,International,2010,973
25605,International,2010,1071
25606,International,2010,3298
25608,International,2010,3108
25609,International,2010,940
25668,International,2010,10673
25669,International,2010,9137
25670,International,2010,12761
25795,International,2010,722
25796,International,2010,630
25797,International,2010,971
25802,International,2010,662
25804,International,2010,805
26007,Hip-Hop,2010,3000
26008,Hip-Hop,2010,2260
